words,1,2,3,dop,l_en,r_en,score,diff_en,raw_words,nomatch
外形外观,0.0019292395,1.2501552e-07,15432.000108216433,,,,,,,
非常满意的一次,0.0018388532000000002,1.2501552e-07,14708.999841199202,,,,,,,
宝贝很好,0.0016021989,1.2501552e-07,12816.000405584287,,,,,,,
包装不错,0.0015878220999999998,1.2501552e-07,12701.000069454036,,,,,,,
发货速度非常快,0.0014923101999999998,1.2501552e-07,11936.999690696512,,,,,,,
下次还买,0.0014770584,1.2501552e-07,11815.000402969814,,,,,,,
鞋子收到了,0.0013884223000000002,1.2501552e-07,11105.999901559419,,,,,,,
手机不错,0.0013806714000000001,1.2501552e-07,11044.000141408873,,,,,,,
卖家描述的完全一,0.0013234142999999999,1.2501552e-07,10585.999960669236,,,,,,,
下次还会购买,0.001265157,1.2501552e-07,10119.999780838983,,,,,,,
物流公司服务态度,0.0011330156,1.2501552e-07,9062.999784590183,,,,,,,
衣服收到了,0.0010508803999999998,1.2501552e-07,8405.999742872295,,,,,,,
下次还会买,0.00092423975,1.2501552e-07,7393.000207225378,,,,,,,
东西非常好,0.0009016119300000002,1.2501552e-07,7212.000111399271,,,,,,,
宝贝很喜欢,0.0008922357,1.2501552e-07,7136.999770722112,,,,,,,
宝贝已收到,0.00085810653,1.2501552e-07,6864.000150957379,,,,,,,
手机收到了,0.0008467301,1.2501552e-07,6772.999812098984,,,,,,,
商品很好,0.00083310343,1.2501552e-07,6664.000173691927,,,,,,,
孩子喜欢喝,0.0008096005,1.2501552e-07,6476.000195062397,,,,,,,
产品很好,0.00080259965,1.2501552e-07,6420.000201428072,,,,,,,
经常购买,0.0007809719500000001,1.2501552e-07,6247.000104692581,,,,,,,
下次继续购买,0.0007557188,1.2501552e-07,6044.999894852728,,,,,,,
东西挺好的,0.0007428422,1.2501552e-07,5942.000022961891,,,,,,,
奶粉很好,0.0007372164999999999,1.2501552e-07,5896.999911676292,,,,,,,
一如既往地好,0.0007243399,1.2501552e-07,5794.000039785454,,,,,,,
下次还来买,0.0007112133,1.2501552e-07,5688.999935320218,,,,,,,
卖家服务态度很好,0.0006665827,1.2501552e-07,5331.999859500511,,,,,,,
补水效果很好,0.0006655825999999999,1.2501552e-07,5323.999860409893,,,,,,,
到货快,0.0006644575,1.2501552e-07,5315.0002106355605,,,,,,,
不错不错不错,0.0006608320399999999,1.2501552e-07,5286.000097531199,,,,,,,
很愉快的一次购物,0.00063920434,1.2501552e-07,5113.00000079571,,,,,,,
用起来很舒服,0.0006308283,1.2501552e-07,5046.000124812653,,,,,,,
已经多次购买了,0.0006184517400000001,1.2501552e-07,4946.999786863639,,,,,,,
下次还会再买,0.0006000745,1.2501552e-07,4799.999919974402,,,,,,,
送货也很快,0.0005861977700000001,1.2501552e-07,4689.000048992945,,,,,,,
比超市便宜多了,0.00058369746,1.2501552e-07,4669.000051266399,,,,,,,
宝宝很喜欢吃,0.0005823223,1.2501552e-07,4658.000168917671,,,,,,,
保湿效果不错,0.0005788218700000001,1.2501552e-07,4630.000172100507,,,,,,,
妈妈很喜欢,0.0005765715599999999,1.2501552e-07,4611.999941344873,,,,,,,
吸收好,0.0005733212000000001,1.2501552e-07,4586.000177102107,,,,,,,
不错的一次购物,0.0005573192,1.2501552e-07,4458.000191652216,,,,,,,
用起来不错,0.00054719293,1.2501552e-07,4377.000084458836,,,,,,,
谢谢京东,0.0005461928,1.2501552e-07,4369.000085368217,,,,,,,
运行速度很快,0.00054594275,1.2501552e-07,4366.9998527938205,,,,,,,
发货也很快,0.00054594275,1.2501552e-07,4366.9998527938205,,,,,,,
还是一如既往的好,0.0005435674700000001,1.2501552e-07,4347.999971354473,,,,,,,
不错不错不错不错,0.0005286906400000001,1.2501552e-07,4229.0001012824,,,,,,,
物流迅速,0.0005276905,1.2501552e-07,4221.000102191781,,,,,,,
已多次购买,0.00052281487,1.2501552e-07,4181.999757422403,,,,,,,
东西也不错,0.0005130637,1.2501552e-07,4103.999999090618,,,,,,,
京东就是快,0.00051268865,1.2501552e-07,4101.000115832508,,,,,,,
产品质量很好,0.0005050626999999999,1.2501552e-07,4040.000006365673,,,,,,,
一如既往的好用,0.0005026874,1.2501552e-07,4021.0001249263264,,,,,,,
